"bandeau","vignette","NAME","CITY","KEYWORDS","DESCRIPTION","LOCATION","TRANSPORT","CONTACT","SINCE","TIME FROM CHATELET"
"malakoff-maison-des-arts-de-malakoff.jpg","malakoff-maison-des-arts-de-malakoff.jpg","MAISON DES ARTS DE MALAKOFF","Malakoff","Arts Visuels","artistic center which also offeres residences to artists","105 Avenue du 12 Février 1934, 92240 Malakoff","Métro 13 : Malakoff - Plateau de Vanves / Métro 4 : Porte d’Orléans + bus 194 ou 295 / Vélib’ : Station n°22404, avenue Pierre Brossolette / Autolib’ : Station Malakoff/Gabriel Péri/120 ou Montrouge/Jean Jaurès/ 51","01 47 35 96 94 http://maisondesarts.malakoff.fr/ maisondesarts(at)ville-malakoff.Fr","1993","36mins"
"marnay-sur-seine-camac.jpg","marnay-sur-seine-camac.jpg","CAMAC","Marnay-sur-Seine","Education","artistic residency with partnership with UNESCO combining art-science and technology providing a retreat for artists while also reviving the small town of marnay sur seine","1 Grande Rue, 10400 Marnay-sur-Seine","Train SNCF (Gare de l'Est)","www.camac.org/ 03 25 39 20 61","","N/A"
"massy-paul-b.jpg","massy-paul-b.jpg","PAUL B","Massy","Education","centre culturelle","6, allée du Québec\n\n91300 Massy","RER A : Massy Verrières puis 15 minutes à pied, \nou arrêt « Les Baconnets », puis prendre le bus 119, arrêt Hélène Boucher (dernier RER vers Paris : minuit); Noctilien en direction de Paris-centre.","él. 01 69 75 12 80 Fax 01 69 20 82 08\ncontact@paul-b.fr www.paul-b.fr","1988","51mins"
"","","NOMADIC SOLUTIONS","Melun","Innovation","designs and distributes a range of connected mobile solutions, to enable professionals to optimize their profitability, improve and rethink the use of mobility of people, vehicles and goods, ensuring reliability, responsiveness and technical agility.","1015 rue du Maréchal Juin - 77000  MELUN","Train depuis Melun jusqu’à Curie Pascal","01 60 59 04 55  info@nomadicsolutions.biz http://www.nomadicsolutions.biz/","2003","1h33"
"montreuil-alexandre-moronnoz.jpg","montreuil-alexandre-moronnoz.jpg","ALEXANDRE MORONNOZ","Montreuil","Design","space/object design","67 rue de Paris\n93100\nMontreuil","Metro 1 : Berault","06 63 41 58 34\ncontact@moronnoz.com\nwww.moronnoz.com","2009","34 mins"
"montreuil-anuman.jpg","montreuil-anuman.jpg","ANUMAN INTERACTIVE","Montreuil","Innovation","A thriving French multimedia publishing company on the latest technological platforms!","66 rue Marceau - 93100 Montreuil","Metro 9 : Robespierre / Métro 1 : Saint Mande","http://www.anuman.fr/ \nEmail standard : info anuman.fr","2000","29mins"
"montreuil-atelier-jes.jpg","","ATELIER JES","Montreuil","Design","design studio [jes] collaborates constantly with artists, designers, graphic designers and architects.","69, rue Victor Hugo\n93100\nMontreuil","Metro 9 : Mairie de Montreuil","http://www.atelier-jes.com  01 43 60 78 81 atelierjes@gmail.com","1998","45mins"
"montreuil-big-wheels-studio.jpg","","BIG WHEELS STUDIO","Montreuil","Innovation","Audio – Localisation","27 ter rue du Progrès - 93100 Montreuil","Metro 1 : Saint Mande","http://www.big-wheels.fr/site/ \ncontact@big-wheels.fr","1990","28mins"
"montreuil-cafe-la-peche.jpg","montreuil-cafe-la-peche.jpg","CAFE LA PECHE","Montreuil","Musique, Spectacle Vivant, Education","Café La Pêche  est un lieu artistique, culturel et de citoyenneté, destiné aux jeunes montreuillois et ouvert à un large public.","16, rue Pépin 93100 Montreuil","Metro 9 : Mairie de Montreuil\n/ Bus 121 ou 102 : Cimetière","Tél : 01 56 63 07 20 lapeche@montreuil.fr http://www.lapechecafe.com/","1994","49mins"
"montreuil-centre-dart-contemporain-de-montreuil-(116).jpg","montreuil-centre-dart-contemporain-de-montreuil-(116).jpg","116 CENTRE D'ART CONTEMPORAIN DE MONTREUIL","Montreuil","Arts Visuels","Centre d'Art contemporain créé en 2013.","116, rue de Paris, 93100 Montreuil","Metro 9 : Robespierre","http://www.le116-montreuil.fr/","2013","31mins"
"montreuil-e-neko.jpg","montreuil-e-neko.jpg","E NEKO","Montreuil","Innovation","Video games exclusively for consoles and PC.","38, rue de la République 93100 Montreuil","Metro 9 : Robespierre / Metro 1 - Saint Mande","http://www.e-neko.com/?lang=en  +33 (0)1 4287 1890\ncontact@e-neko.com","1999","29mins"
"montreuil-f93.jpg","montreuil-f93.jpg","F93","Montreuil","Innovation","is a cultural centre. It seeks to build bridges between the general public, the sciences and technical and industrial innovation, restoring the relationship between the world of research and society at large","70 rue Douy Delcupe, 93100 Montreuil","Métro 1 : Berault","01 49 88 66 33 ww.f93.fr","2008","35mins"
"montreuil-floc-production-multimedia.jpg","montreuil-floc-production-multimedia.jpg","FLOC PRODUCTION MULTIMEDIA","Montreuil","Innovation","Développement et édition de jeux vidéo éducatifs (reconnus d’intérêt pédagogique par le ministère de l’Education)","26 rue de la Fédération - 93100 Montreuil","Metro 9 : Croix de chavaux","http://www.floc-multimedia.com/ \ncontact@floc-multimedia.com","2005","33mins"
"montreuil-focus-home-interactive.jpg","montreuil-focus-home-interactive.jpg","FOCUS HOME INTERACTIVE","Montreuil","Innovation, Jeux Video","Editeur indépendant","100 av du Gal Leclerc - 93692 Pantin cedex","Metro 9 : Robespierre","http://www.focus-home.com/","1996","32mins"
"montreuil-hetic-1.jpg","montreuil-hetic-1.jpg","HETIC","Montreuil","Education","L'univers d'internet évolue sans cesse depuis plus de 10 ans,\nHETIC anticipe et propose un enseignement polyvalent de qualité en 5 ans qui s’adapte à l’évolution du marché des métiers de l'internet.","27 bis, rue du Progrès\n93100 Montreuil","Metro 1 : Saint Mande","01.41.72.77.71 http://www.hetic.net/ contact@hetic.net","2002","28mins"
"montreuil-ich-kar.jpg","montreuil-ich-kar.jpg","ICH&KAR","Montreuil","Design","A graphic design atelier which makes and sells their own unique pieces from; plates, book, stickets, notebooks","51 rue du sergent Godefroy – 93100 Montreuil","RER A : Vincennes","studio@ichetkar.fr www.ichetkar.fr","","30mins"
"montreuil-ici-montreuil-.jpg","montreuil-ici-montreuil-.jpg","ICI MONTREUIL","Montreuil","Design, Arts Visuels, Métier d'Art, Innovation","A collaborative incubator which works towards helping artists,artisans and designers to develop their work.There is also a collaborative workspace which can be rented out and also a restaurant.","135, bd Chanzy, 93100 Montreuil","Métro 9 : Robespierre","nicolas@madeinmontreuil.com 33 (6) 81 21 94 32","2012","33mins"
"montreuil-innelec.jpg","montreuil-innelec.jpg","INNELEC","Montreuil","Innovation","Distributeur de jeux video","45, rue Delizy - 93692 Pantin","RER E : ","http://www.innelec.com","1983","29mins"
"montreuil-instants-chavires.jpg","montreuil-instants-chavires.jpg","INSTANTS CHAVIRES","Montreuil","Musique, Arts Visuels","un lieu de diffusion pensé comme un laboratoire des musiques improvisées, expérimentales, bruitistes.","7 Rue Richard Lenoir, 93100 Montreuil","Métro 9 : Robespierre","http://www.instantschavires.com/ 01 42 87 25 91","1991","29mins"
"montreuil-knowtex.jpg","montreuil-knowtex.jpg","KNOWTEX","Montreuil","Innovation","Knowtex is a community which explores the research advances, industrial design and technological innovations.","","","","2009",""
"montreuil-latelier-collectif-2.jpg","montreuil-latelier-collectif-2.jpg","L'ATELIER COLECTIF","Montreuil","Design","Collectif design","69 rue Parmentier 93100 Montreuil","Métro 9 : Croix-de-Chavaux (Jacques Duclos)","T. 09 53 48 90 33 — F. 09 58 48 90 33 contact@lateliercollectif.org","n/a","31 mins"
"montreuil-galerie-lumiere-des-roses.jpg","montreuil-galerie-lumiere-des-roses.jpg","LUMIERE DES ROSES","Montreuil","Arts Visuels, Photographie","An photography gallery which works around showcasing found photographs of unknown photographers","12-14 rue Jean-Jacques Rousseau\n93100 Montreuil","RER A :  Vincennes or Line 9- Robespierre","tel : +33 (0) 1 48 70 02 02\nEmail : contact@lumieredesroses.com http://www.lumieredesroses.com","2004","24mins"
"montreuil-masion-populaire.jpg","montreuil-masion-populaire.jpg","MAISON POPULAIRE","Montreuil","Arts Visuels, Spectacle Vivant, Musique, Education","une association d’éducation populaire","9 bis rue Dombasle\nMontreuil\n93100","Métro 9 : Mairie de Montreuil","01.42.87.08.68 www.maisonpop.fr","1995","35mins"
"montreuil-microids.jpg","montreuil-microids.jpg","MICROIDS","Montreuil","Innovation","Producteur et éditeur de jeux vidéo, spécialisé dans les jeux d'aventure","66 rue Marceau - 93100 Montreuil","Métro 9 : Robespierre ou Métro 1 :  Saint Mande","http://www.microids.com/ \ncontact@microids.com","1992","25mins"
"montreuil-nouveau-theatre-montreuil.jpg","montreuil-nouveau-theatre-montreuil.jpg","NOUVEAU THEATRE MONTREUIL","Montreuil","Spectacle Vivant","Is a national public theater (Centre Dramatique National), whose mission is to produce and make circulate performances with contemporary aesthetics.","10, place Jean-Jaurès\n93100 Montreuil et 63, rue Victor Hugo\n93100 Montreuil","Métro 9 : Mairie de Montreuil","www.nouveau-theatre-montreuil.com 01 48 70 48 90 contact@nouveau-theatre-montreuil.com","2011","28mins"
"montreuil-ooblada.jpg","montreuil-ooblada.jpg","OOBLADA","Montreuil","Innovation, Jeux Video","Editeur de jeux sociaux. Notre premier succès, Treasure Madness a lancé dès 2009 le genre 'Chasse aux trésors' sur Facebook.","4, rue Cuvier\n93100 Montreuil sous Bois\nFrance","Métro 1 : Berault or Métro 9 : Robespierre","Tel: +33 (0)1 42 87 72 94\ncontact@ooblada.com http://ooblada.com/","2000","25mins"
"montreuil-remi-fontaine.jpg","montreuil-remi-fontaine.jpg","REMI FONTAINE","Montreuil","Design","Design lumière et produit","37 bis rue lebour\n93100 Montreuil","Métro 1 : Sainte Mande","06 14 01 32 44  http://www.remifontaine.fr","2007","30mins"
"montreuil-salamatane.jpg","montreuil-salamatane.jpg","SALAMATANE","Montreuil","Arts Visuels","Espace culturel et social autogéré","119 bis rue de Paris 93100 Montreuil","Métro 9 : Robespierre","http://salamatane.blogspot.fr/","N/A","27mins"
"montreuil-shoot-the-boss.jpg","montreuil-shoot-the-boss.jpg","SHOOT THE BOSS","Montreuil","Innovation","Animation, effets spéciaux","45 ter, rue de la Révolution- 93100 Montreuil","Métro 9 : Robespierre","http://www.shoottheboss.com","2005","32mins"
"","","TETRAEDGE","Montreuil","Innovation, Jeux Video","Spécialisé dans les jeux sur mobiles.","66 rue Marceau - 93100 Montreuil","Métro 9 : Robespierre or Métro 1 : Saint Mande","info@tetraedge.com","2002","25mins"
"montreuil-ubisoft.jpg","montreuil-ubisoft.jpg","UBISOFT","Montreuil","Innovation, Jeux Video","Créateur de très nombreux jeux vidéo","28 Rue Armand Carrel, 93100 Montreuil","Métro 1 : Saint Mande","01 48 18 50 00 https://www.ubisoftgroup.com/en-US/index.aspx","1986","28mins"
"montreuil-ufo.jpg","montreuil-ufo.jpg","UFO (Urban Fabric Organisation)","Montreuil","Innovation, Jeux Video","a start-up from the realm of architecture and urbanism, is taking over the digital culture and the suggestive power of video games to challenge human and environmental issues of a world moving into cities","2, rue M. Berthelot\n93100 Montreuil","Métro 9 : Croix de chavaux","http://urbanfab.org/ 06 20 80 92 60 hello@urbanfab.org","2010","34mins"
"","","UMAPS COMMUNICATION","Montreuil","Innovation","We promote a responsible mediation between technological innovators (laboratories, entrepreneurs, industries), stakeholders (decision-makers, media, partners) and clients.","104-112, Avenue de la Résistance\n93100 Montreuil","Métro 9 : Mairie de Montreuil","http://en.umaps.fr/","N/A","38mins"
"montrouge-salon-de-montrouge.jpg","montrouge-salon-de-montrouge.jpg","SALON DE MONTROUGE","Montrouge","Arts Visuels","Manifestation de référence consacrée à la promotion des artistes émergents","Le Beffroi, 2 Place Emile Cresp,\n  92120 Montrouge","Métro 4 : Station Mairie de Montoruge; Métro 13 : Station Châtillon-Montrouge","Commissariat artistique du Salon de Montrouge :\nStéphane Corréard","1955","23mins"
"","","MOTS BUEE","multiple locations","Spectacle Vivant, Education","festival dedicated to the poetry of words","10 different locations in; Champs sur marne,croissy beauborg,émerainville,lognes,noisel,torcy","multiple locations","motsbuee@valmaubuee.fr www.valmaubuee.fr/festival/‎","2010","DEPENDS ON LOCATION."
"","","PARCOURS-EST","Multiple locations","Arts Visuels","Shuttle service to access vernissages in the banlieu","N/A","N/A","http://www.parcours-est.com/ resa@parcours-est.com","2010","N/A"
"nanterre-cyanide-studio.jpg","nanterre-cyanide-studio.jpg","CYANIDE STUDIO","Nanterre","Innovation, Jeux Video","Studio de jeux vidéo","3, boulevard des Bouvets\n92000 Nanterre","RER A : Nanterre Prefrecture","contactcyanide-studio.com\nhttp://www.cyanide-studio.com","2000","31mins"
"nanterre-la-ferme-du-bonheur.jpg","nanterre-la-ferme-du-bonheur.jpg","LA FERME DU BONHEUR","Nanterre","Spectacle Vivant, Musique, Cinéma","est une cellule de recherche et de réflexion sur l’Homme et la Terre qui utilise la culture sous toutes ses formes (théâtre, musique, danse, arts plastiques, cinéma…)","220 Avenue De La République 92000 Nanterre","RER A : Nanterre Université (sortie 1).","http://lafermedubonheur.over-blog.net/ contact@lafermedubonheur.fr","1993","34mins"
"nanterre-la-galerie-municipale-villa-des-tourelles.jpg","nanterre-la-galerie-municipale-villa-des-tourelles.jpg","LA GALERIE MUNICIPALE VILLA DES TOURELLES","Nanterre","Arts Visuels","GALLERIE -Centre d’art contemporain","9 Rue des Anciennes Mairies 92000 Nanterre","RER A : Nanterre Ville","01 41 37 52 06\narts.plastiques@mairie-nanterre.fr http://www.nanterre.fr/311-la-galerie-municipale-villa-des-tourelles.htm","","34mins"
"nanterre-les-arenes-de-nanterre.jpg","nanterre-les-arenes-de-nanterre.jpg","LES ARÈNES DE NANTERRE","Nanterre","Spectacle Vivant, Education","cirque","220 Avenue de la République 92000 Nanterre","RER A : Nanterre- Universitaire","01 47 21 76 56 http://www.nanterre.fr/530-les-arenes-de-nanterre.htm","1974","34mins"
"nanterre-les-marmites-artistiques.jpg","nanterre-les-marmites-artistiques.jpg","LES MARMITES ARTISTIQUES","Nanterre","Spectacle Vivant","Festival pluridisciplinaire organisé par l'association étudiante Hypothemuse","200 av de la République, bât D, bureau 212b 92000 Nanterre","RER A : Nanterre Université. Bus : Ligne N53","http://lesmarmitesartistiques.wordpress.com/ progmarmites@gmail.com","2005","34mins"
"nanterre-nanterre-sur-scene.jpg","nanterre-nanterre-sur-scene.jpg","NANTERRE SUR SCENE","Nanterre","Spectacle Vivant","Festival","200 Avenue de la République, 92000 Nanterre","RER A : Nanterre Université","fest.nanterresurscene@gmail.com\n01 40 97 70 00 http://nanterresurscene.u-paris10.fr/","2010","36mins"
"nanterre-theatre-nanterre-amandiers.jpg","nanterre-theatre-nanterre-amandiers.jpg","THEATRE DES AMANDIERS NANTERRE","Nanterre","Spectacle Vivant","Théatre d'envergure métropolitaine","7, avenue Pablo Picasso 92000 Nanterre","Metro 1 : la defense; RER A : Nanterre Prefecture; BUS 160, 159, 163 et aussi Navette gratitute","01 46 14 70 00 www.nanterre-amandiers.com","1965","35mins"
"neuilly-sur-seine-ateliers-artistes-de-neuilly.jpg","neuilly-sur-seine-ateliers-artistes-de-neuilly.jpg","ATELIERS ARTISTES DE NEUILLY","Neuilly-sur- Seine","Arts Visuels","","167, av Charles de Gaulle, 92200, Neuilly-sur-Seine","","http://www.neuillysurseine.fr/culture dac@ville-neuillysurseine.fr 01 55 62 61 22","","24mins"
"neuilly-sur-seine-cafe-de-la-jatte.jpg","neuilly-sur-seine-cafe-de-la-jatte.jpg","CAFÉ DE LA JATTE","Neuilly-sur- Seine","Fooding","A restaurant hidden on the island of Jatte in Neuilly, specializing in fine Italian cuisine.","Ile de la Jatte – 60, bd Vital Bouhot\n92200 Neuilly-Sur-Seine","Métro 3 : Pont de Levallois Becon","(Reservations) Carole 01 47 45 04 20 http://cafejatte.com/ reservations@cafejatte.com","1980's","38mins"
"neuilly-sur-marne-la-guinguette.jpg","neuilly-sur-marne-la-guinguette.jpg","LA GUINGUETTE","Neuilly-sur- Marne","Fooding","Cuisine Française","12, boulevard Georges Seurat, Neuilly-sur-Seine","Métro 1 : Pont de Neuilly","01 46 24 25 04 info@laguinguette.net www.la-guinguette-de-neuilly.com","1997","39mins"
"neuilly-sur-seine-le-village-a-neuilly.jpg","neuilly-sur-seine-le-village-a-neuilly.jpg","LE VILLAGE A NEUILLY","Neuilly-sur- Seine ou sur Marne ?","Fooding","A chic brasserie with a marriage between the traditional and modern","175 avenue Charles de gaulle, 92200 Neuilly-Sur-Seine","Métro 1 : M° Pont de Neuilly","http://villageneuilly.com/","1961","23mins"
"nogent-sur-marne-baltart.jpg","nogent-sur-marne-baltart.jpg","BALT'ART","Nogent-sur-Marne","Arts Visuels","SALON","12 avenue Victor Hugo\n94130 Nogent sur Marne","RER A : Nogent sur Marne; Ligne 114 Depuis Chateau de Vincennes – Direction Le Raincy-Villemomble-Montfermeil; RER jusqu’à Place du General Leclerc\n(10 mn)","http://www.baltart-art.eu/","",""
"nogent-sur-marne-maison-dart-bernard-anthonioz.jpg","nogent-sur-marne-maison-dart-bernard-anthonioz.jpg","MAISON D'ART BERNARD ANTHONIOZ","Nogent-sur-Marne","Arts Visuels","Lieu d’exposition dédié à la création contemporaine","16 Rue Charles VII, 94130 Nogent-sur-Marne","RER A : Nogent sur Marne puis bus N°114 ou 210;\nRER E : Nogent Le Perreux, 10 minutes à pied direction centre ville  (rue Charles de Gaulle) puis descendre boulevard Gallieni;\nMétro 1 : Chateau de Vincennes puis bus N°114 ou 210","01 48 71 90 07\nmaison-dart-bernard-anthonioz@wanadoo.fr\n\nwww.ma-bernardanthonioz.com/","","44mins"
"noisiel-digital-media-solutions.jpg","noisiel-digital-media-solutions.jpg","DIGITAL MEDIA SOLUTIONS","Noisiel","Innovation","Digital Media Solutions is specialized in the conception, the manufacturing and the commercialization of 2D and 3D audio solutions, for the cinema, Hi-Fi, V.I.P Home Cinema , Television and Music industries.","45 Grande Allée du 12 Février 1934, 77186 Noisiel","RER E : Noisel","45 Grande Allée du 12 Février 1934\n77186 Noisiel - France Mail : infos@dms-cinema.com\nTel : +33 (0)1 80 81 52 40","",""
"noisiel-la-ferme-du-buisson.jpg","noisiel-la-ferme-du-buisson.jpg","LA FERME DU BUISSON","Noisiel","Spectacle Vivant, Musique, Cinema, Arts Visuels","Véritable hub créatif d'envergure métropolitaine proposant un large programme d'exposition d'art contemporain, théâtre, danse, cirque, cinéma, rencontres, résidences, etc.","Scène nationale de Marne-la-Vallée \nAllée de la Ferme \n77 186 Noisiel","RER E : Noisel","01 64 62 77 00 \ncontact@lafermedubuisson.com\nwww.lafermedubuisson.com","N/A","44MINS"
"noisy-le-sec-la-galerie-centre-dart-contemporain-de-noisy-le-sec.jpg","noisy-le-sec-la-galerie-centre-dart-contemporain-de-noisy-le-sec.jpg","LA GALERIE CENTRE D'ART CONTEMPORAIN DE NOISY-LE SEC","Noisy-le-Sec","Arts Visuels","centre d’art contemporain et lieu de résidence pour des artistes et des commissaires d'exposition étrangers. Membre du réseau Tram","1 RUE JEAN-JAURÈS \n93130 NOISY-LE-SEC","RER E : Noisy le sec","TEL : +33 (0)1 49 42 67 17\nMAIL : LAGALERIE@NOISYLESEC.FR\n\nhttp://www.noisylesec.net/index.php?id_rub=galerie&id_com=262","","38mins"
"noisy-le-sec-oposito.jpg","noisy-le-sec-oposito.jpg","OPOSITO","Noisy-le-Sec","Spectacle Vivant","Oposito provokes new encounters, oves weaving new ties, mixing people and genres. It upholds its will to carry on telling cities the stories they have taken the risk to co-write.","53, rue de Merlan\n93130 Noisy-le-Sec\nFRANCE","RER E : Noisy le Sec","http://www.oposito.fr/ (0)1 48 02 80 96","1983","39mins"
"orly-centre-culturel-aragon-triolet-1.jpg","orly-centre-culturel-aragon-triolet-1.jpg","CENTRE CULTUREL ARAGON-TRIOLET","Orly","Musique, Cinema, Spectacle Vivant","Le centre culturel propose une programmation éclectique en théâtre, cinéma, danse, musique, variétés et spectacles destinés au jeune public ; une action culturelle forte.","1 Place du Fer à Cheval, 94310 Orly","RER C : Orly Ville","01 48 90 24 20 http://www.centre-culturel-orly.fr/ reservations@centre-culturel-orly.fr","",""
"palaiseau-inventeurs-du-monde-numerique.jpg","palaiseau-inventeurs-du-monde-numerique.jpg","INVENTEURS DU MONDE NUMÉRIQUE","Palaiseau","Innovation","A public science and technology institution dedicated to computational sciences and research","1 rue Honoré d'Estienne d'Orves\nBâtiment Alan Turing\nCampus de l'École Polytechnique\n91120 Palaiseau","RER B : Massy Palaiseau, puis prendre le bus 91-06 (B ou C)","http://www.inria.fr/","1967","34mins"
"pantin-banlieues-bleues.jpg","pantin-banlieues-bleues.jpg","BANLIEUES BLEUES","Pantin","Musique","Banlieues Bleues soutient et accompagne la création et la diffusion de concerts de musique vivante et innovante,","9 Rue Gabrielle Josserand, 93500 Pantin","Métro 5 : Aubervilliers - Pantin 4 chemins","http://www.banlieuesbleues.org/","1988","32mins"
"pantin-centre-national-de-la-danse-2.jpg","pantin-centre-national-de-la-danse-2.jpg","CENTRE NATIONAL DE LA DANSE PANTIN / ÎLE-DE-FRANCE","Pantin","Spectacle vivant","Le Centre national de la danse s’adresse à l’ensemble des acteurs du secteur chorégraphique du spectacle vivant.","1, rue Victor-Hugo\n93500 Pantin","Métro 5 : Hoche;\nRER E : Pantin; Bus 170 et 151 : Centre national de la Danse;\nou Tram T3b : Delphine Seyrig et Ella Fitzgerald - Grands Moulins de Pantin","01 41 83 27 27 http://www.cnd.fr","1998","25mins"
"pantin-focus-home-interactive-.jpg","pantin-focus-home-interactive-.jpg","FOCUS HOME INTERACTIVE","Pantin","Innovation, Jeux Video","Editeur de jeux vidéo","100, avenue du Général Leclerc\n93692 Pantin Cedex","RER E- Pantin","01 48 10 59 69 edition@focus-home.com\nhttp://www.focus-home.com","1996","27mins"
"pantin-hermes-.jpg","pantin-hermes-.jpg","HERMES","Pantin","Design, Métiers d'Arts","Atelier de création de la prestigieuse scellerie, et résidence d'artiste (voir le Petit H)","12 Rue Auger  93500 Pantin","ligne 5; hoche","01 49 42 87 42 www.hermes.com/‎","1992","28mins"
"pantin-la-dynamo-de-banlieues-bleues-festival-umlaut-peter-ablinger.jpg","pantin-la-dynamo-de-banlieues-bleues-festival-umlaut-peter-ablinger.jpg","LA DYNAMO DE BANLIEUES BLEUES/FESTIVAL UMLAUT : PETER ABLINGER","Pantin","Festival","A music festival organized by Umlaut records which is based in Paris, Stockholm and Berlin.","La dynamo de banlieues bleues\n9 Rue Gabrielle Josserand - 93500 Pantin","Métro 7-: Aubervilliers Pantin (4 chemin)","http://93.agendaculturel.fr/festival/festival-umlaut-peter-ablinger.html","2010","31mins"
"","","LA MAISON REVEL","Pantin","Design, Metiers d'art","Provides financial, professional and promotional support to artisans in Pantin and in the Seine-Saint-Denis département, offering advice on management, accounting and business development, plus exhibitions, workshop visits and lectures.","56, av. Jean-Jaurès 93500 Pantin","Métro 7 : Aubervilliers-Pantin-Quatre Chemins","","2008",""
"pantin-la-menuiserie-.jpg","pantin-la-menuiserie-.jpg","LA MENUISERIE","Pantin","Spectacle vivant, Musique","La Menuiserie est un petit théâtre de poc","77 rue Jules Auffret 93500 Pantin","Métro 11: Mairie des Lilas; Métro 5 : Église de Pantin;\nbus 61 arrêt Jean Jaurès ou bus 249 arrêt les Pommiers;\nstation vélib au niveau du bus 61 arrêt Jean Jaurès","www.lamenuiserie.org info@lamenuiserie.org","","30mins"
"pantin-lemon-tri.jpg","pantin-lemon-tri.jpg","LEMON TRI","Pantin","Innovation","Lemon tri est une jeune startup dans le domaine du développement durable. Nous proposons aux entreprises et établissements secondaires un service de tri sélectif innovant et incitatif.","24 rue Davoust 93500 Pantin","RER E : Pantin; Métro 7 \nStation AUBERVILLIERS\nPANTIN 4 CHEMINS Tram. T3b\nStation ELLA FITZGERALD\nGrands Moulins de Pantin","www.lemontri.fr/ info@lemontri.fr 01 48 43 87 37","2010","28mins"
"","","STUDIO BRICHETZIEGLER","Pantin","Design","Seeking to make the exchange and discussion at the center of their research, they created an open space for reflection that allows them to approach projects with a new ambition and poetry","27 avenue Jean Jaurès 93300 Aubervilliers","Aubervilliers-Pantin-Quatre Chemins","http://www.studiobrichetziegler.com/ contact@brichetziegler.com","2010","31mins"
"pantin-galerie-thaddaeus-ropac-3.jpg","pantin-galerie-thaddaeus-ropac-3.jpg","GALERIE THADDAEUS ROPAC","Pantin","Arts Visuels","Galerie d'Art contemporain parisienne et autrichienne ayant investi une ancienne fabrique à Pantin. Artistes d'envergure internationale. Café agréable.","69, avenue du Général Leclerc 93500 Pantin","RER E- direction Chelles ou Villiers sur Marne Metro station eglise de pantin","www.ropac.net Communications Laura Bertaux laura@ropac.net","","32mins"
"pantin-world-trade+technologies.jpg","pantin-world-trade+technologies.jpg","WORLD TRADE+TECHNOLOGIES","Pantin","Innovation, Jeux Video","Distributeur de jeux vidéo","34, rue des Grilles - 93500 Pantin","Line 5- Hoche","http://www.wtt-france.com/","1989","32mins"
"","","XANDRIE","Pantin","Innovation, Jeux Video","Distributeur de jeux vidéo","5, rue Delizy\n93692 Pantin","Line 5- Eglise de Pantin","http://allbrary.fr/","2012","30mins"
"pierrelaye-jazz-session-2.jpg","pierrelaye-jazz-session-2.jpg","JAZZ SESSION-LA MEZZANINE","Pierrelaye","Musique","Un concert gratuit suivi d'une jazz session, tous les jeudis à Pierrelaye","42 bis, rue Victor Hugo 95480 Pierrelaye","RER C et la ligne SNCF Paris-Nord / Pontoise.","06 16 06 09 38  http://jazz-session.org/ jazzsession@sfr.fr","almost 20 years","1h11mins"
"pointoise-lapostrophe-theatre-des-louvrais-4.jpg","pointoise-lapostrophe-theatre-des-louvrais-4.jpg","L'APOSTROPHE- THEATRE DES LOUVRAIS","Pointoise","Spectacle Vivant","Organize the diffusions and artistic confrontation between artistic forms inspiring their contemporary creation.","Place de la Paix, 95300 Pontoise","RER A Direction Cergy-le-Haut\narrêt en gare de Cergy-Préfecture\nprendre le bus n°42 quai B, direction Victor Hugo","01 34 20 14 14  accueil@lapostrophe.net Billetterie  01 34 20 14 14 / Administration  01 34 20 14 25","1960","1h20"
"pontault-combault-centre-photographique-dile-de-france.jpg","pontault-combault-centre-photographique-dile-de-france.jpg","CENTRE PHOTOGRAPHIQUE D'ILE DE FRANCE","Pontault-Combault","Arts Visuels","Intéresse à la recherche, la production et la diffusion de projets artistiques liés à la photographie contemporaine","07 Avenue République  77340 Pontault-\nCombault","RER E : Emerainville - Pontault-Combault ; RER A Direction Marne-la-Vallée - Chessy.  Bus : 206","01 70 05 49 80\ncontact@cpif.net\nhttp://www.cpif.net/","","53mins"
"romainville-les-salaisons.jpg","romainville-les-salaisons.jpg","LES SALAISONS","Romainville","Arts Visuels","les artistes contemporains, pour la création et l'exposition.","25 avenue du Président Wilson \n93230 Romainville","Bus 105 depuis Mairie des Lilas\ndirection Mairie des Pavillons-Sous-Bois\njusqu’à Liberte","www.salaisons.org","","29mins"
"rueil-malmaison-ecole-darts-de-rueil-malmaison-synapse-2.jpg","rueil-malmaison-ecole-darts-de-rueil-malmaison-synapse-2.jpg","ECOLE D'ARTS DE RUEIL-MALMAISON SYNAPSE","Rueil-Malmaison","Education","artistic residency with partnership","3 rue du prince Eugène\n92500 rueil-malmaison","RER A- La Défense then the bus 258","http://www.earueil.com/ 01 55 47 14 80 cnap.fr (residency)t. 33 (0)1 55 47 14 80","","52mins"
"rueil-malmaison-galerie-matthieu-dubuc.jpg","rueil-malmaison-galerie-matthieu-dubuc.jpg","GALERIE MATTHIEU DUBUC","Rueil-Malmaison","Arts Visuels","art contemporain","10-12 rue du Maréchal Foch\n92 500 Rueil Malmaison","RER A Rueil Malmaison","(0)1 47 08 22 16 contact@maisondesmuses.com http://www.maisondesmuses.com/","2008","42mins"
